quarter,quarter_end,calendar_year,calendar_quarter,fiscal_year,nominal_gdp_billions_saar,real_gdp_billions_chained_saar,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,marketable_interest_excluding_tips_inflation_billions,bills_interest_cost_billions,notes_interest_cost_billions,bonds_interest_cost_billions,tips_real_interest_cost_billions,frns_interest_cost_billions,other_public_debt_interest_billions,tips_inflation_compensation_billions,tips_deflation_floor_cost_billions,modeled_debt_interest_cost_billions,modeled_total_deficit_billions,other_financing_adjustment_billions,beginning_debt_held_by_public_billions,debt_held_by_public_billions,debt_held_by_public_gdp_ratio,primary_deficit_gdp_ratio_annualized,modeled_interest_gdp_ratio_annualized,modeled_total_deficit_gdp_ratio_annualized,marketable_debt_billions,other_public_debt_billions,bills_outstanding_billions,notes_outstanding_billions,bonds_outstanding_billions,nominal_fixed_rate_debt_outstanding_billions,tips_outstanding_billions,frns_outstanding_billions,principal_maturing_billions,principal_refinanced_billions,frn_principal_reset_billions,principal_repriced_or_reset_billions,net_new_borrowing_requirement_billions,genuinely_new_borrowing_billions,debt_repayment_billions,gross_treasury_issuance_billions,average_effective_marketable_rate_excluding_tips_inflation,average_effective_debt_cost_rate_including_tips_inflation,average_new_issuance_stated_rate,share_marketable_debt_repriced_since_scenario_start,cumulative_modeled_interest_billions,debt_identity_residual_billions,issuance_rate_shock_basis_points
2047Q3,2047-09-30,2047,3,2047,70810.54428423816,35091.37145998209,0.01584952735551126,0.019676561505418855,0.02235168965107781,357.7490725,966.6240885848472,165.69066636317956,561.7177864152416,179.88139950554103,40.87417299219699,18.460063308687687,6.052004524189207,52.10230565686959,0.0,1024.7783987659059,1382.527471265906,0.0,101813.24634428624,103195.77381555215,1.457350382752568,0.020208802297238208,0.05788846331429841,0.07809726561153661,102613.00977855752,582.7640369946275,21563.078340389722,51870.9763504456,17303.768252171172,69174.74460261677,9547.508438288163,2327.678397262869,23791.69242362357,23791.69242362357,2296.741935762077,26088.43435938565,1330.4251656090364,1330.4251656090364,0.0,25122.117589232606,0.03819408874248492,0.0402611029728124,0.032503817372044295,0.5103438272384099,10531.786626423227,1.4551915228366852e-11,0.0
2047Q4,2047-12-31,2047,4,2048,71436.61829049476,35229.59800492117,0.01584952735551126,0.019676561505418855,0.02235168965107781,372.65234999999996,980.0313796413096,167.92247257578498,569.283965446139,182.60412401959368,41.512102481791175,18.70871511800031,6.05491834437418,52.90929914975711,0.0,1038.995597135441,1411.647947135441,0.0,103195.77381555215,104607.42176268759,1.4643389380122223,0.020866180898128233,0.058177199425112645,0.07904338032324089,104024.65772569296,582.7640369946275,21855.76565497107,52575.04914251477,17538.641649276975,70113.69079179174,9695.928044949198,2359.2732339809536,24088.537522041726,24088.537522041726,2327.678397262869,26416.215919304595,1358.7386479856837,1358.7386479856837,0.0,25447.27617002741,0.03820167391504595,0.04027279640317436,0.032501688837311776,0.5382823304200178,11570.782223558668,0.0,0.0
2048Q1,2048-03-31,2048,1,2048,72084.6419407788,35366.86293546704,0.015676506274730606,0.02077970179797095,0.0223516896510787,372.65234999999996,993.711376086324,170.2017750380872,577.0111643390981,185.37345531783652,42.162322773179845,18.962658618121917,6.05491834437418,53.7317940885462,0.0,1053.4980885192442,1426.1504385192443,0.0,104607.42176268759,106033.57220120683,1.4709592688040096,0.020678598934078234,0.05845894826721877,0.07913754720129701,105450.8081642122,582.7640369946275,22151.399791907774,53286.2106512454,17775.879789037448,71062.09044028285,9846.131759489928,2391.1861725316644,24504.971423201245,24504.971423201245,2359.2732339809536,26864.2446571822,1372.418644430698,1372.418644430698,0.0,25877.390067631943,0.03821079834490812,0.04028387549438739,0.03244412278659485,0.5666388657668583,12624.280312077912,0.0,0.0
2048Q2,2048-06-30,2048,2,2048,72738.54401394143,35504.66269076893,0.015676506274730606,0.02077970179797095,0.022930584971782908,372.65234999999996,1007.5823489071097,172.50402587948182,584.8161618974167,188.14442840407227,42.89857386441554,19.21915886172325,6.05491834437418,55.9654183431941,0.0,1069.602685594678,1442.2550355946778,0.0,106033.57220120683,107475.82723680152,1.4775636314111837,0.02049270328691625,0.05881903192286459,0.07931173520978084,106893.06319980689,582.7640369946275,22450.021889620868,54004.55983700069,18015.51568388674,72020.07552088743,9999.544135597718,2423.4216537008874,24825.303320286155,24825.30332028616,2391.1861725316644,27216.489492817822,1386.2896172514838,1386.2896172514838,0.0,26211.592937537644,0.03821716039444691,0.04034958601847441,0.03247713354705464,0.5944817743345057,13693.88299767259,1.4551915228366852e-11,0.0
2048Q3,2048-09-30,2048,3,2048,73398.37783497396,35642.99935466223,0.015676506274730606,0.02077970179796984,0.022930584971782908,372.65234999999996,1021.533594120119,174.8295454654225,592.7000442110808,190.95458981743252,43.57116308456214,19.478251541620878,6.05491834437418,56.837414373474864,0.0,1084.4259268379678,1457.0782768379677,0.0,107475.82723680152,108932.90551363947,1.4841323299890898,0.02030847879705772,0.05909808684198164,0.07940656563903935,108350.14147664484,582.7640369946275,22751.649239670398,54730.13829542333,18257.56320981894,72987.70150524226,10154.809187664503,2455.981544067693,25122.688258873535,25122.688258873535,2423.4216537008874,27546.109912574422,1400.2408624644931,1400.2408624644931,0.0,26522.929121338027,0.03822309418673413,0.040359807585333654,0.03251160041463878,0.6216175574202006,14778.308924510558,-1.4551915228366852e-11,0.0
2048Q4,2048-12-31,2048,4,2049,74064.19721259525,35781.87501910156,0.015676506274729718,0.02077970179797184,0.022930584971782908,392.23500750000005,1035.619521866425,177.17846845393322,600.6632677922693,193.78594379582358,44.251890163955125,19.739951660444078,6.05491834437418,57.71994101492665,0.0,1099.3943812257257,1491.6293887257257,0.0,108932.90551363947,110424.53490236521,1.490930018257007,0.021183514964679705,0.059375213536440756,0.08055872850112046,109841.77086537058,582.7640369946275,23060.529174914365,55473.163180982294,18505.430732852325,73978.59391383461,10313.32344442015,2489.324332201455,25223.756565841406,25223.75656584141,2455.981544067693,27679.738109909104,1433.9094477107992,1433.9094477107992,0.0,26657.666013552207,0.03822895772853557,0.040369597268772775,0.032425222194451694,0.646315229071237,15877.703305736284,1.4551915228366852e-11,0.0
2049Q1,2049-03-31,2049,1,2049,74708.85169853843,35919.71301209475,0.015497958573625237,0.019473428238653945,0.022930584971783796,392.23500750000005,1050.0381380808867,179.58387094964561,608.8179659112789,196.68145733362076,44.94689956627167,20.007944320069193,6.05491834437418,58.620936137621655,0.0,1114.7139925628824,1506.9490000628825,0.0,110424.53490236521,111931.48390242808,1.4982359032111565,0.021000724737825063,0.05968310138460822,0.08068382612243329,111348.71986543345,582.7640369946275,23372.515039371465,56223.65952206432,18755.790677350924,74979.45019941524,10473.752229306157,2523.0023973406023,25682.39925880567,25682.39925880567,2489.324332201455,28171.723591007125,1448.3280639252607,1448.3280639252607,0.0,27130.72732273093,0.03823860063267153,0.04037921440370064,0.03240217918585996,0.6716947623876534,16992.417298299166,-1.4551915228366852e-11,0.0
2049Q2,2049-06-30,2049,2,2049,75359.11725463274,36058.08198096057,0.015497958573625237,0.019473428238653945,0.022366633995218432,392.23500750000005,1064.7069487882197,182.01346086910527,617.0546632546541,199.63918018280208,45.721012713032806,20.278631768625083,6.05491834437418,58.08073913363603,0.0,1128.8426062662297,1521.0776137662297,0.0,111931.48390242808,113452.56151619431,1.5054921773147463,0.020819511787786352,0.05991803765173927,0.08073754943952562,112869.79747919968,582.7640369946275,23687.660727699327,56981.75696474625,19008.686292272556,75990.44325701881,10634.671937207882,2557.0215572736843,26001.245228718504,26001.245228718508,2523.0023973406023,28524.24762605911,1462.996874632594,1462.996874632594,0.0,27464.242103351102,0.038246857442730924,0.04034048569391805,0.03239822736093468,0.6965160030739601,18121.259904565395,0.0,0.0
2049Q3,2049-09-30,2049,3,2049,76015.04271961107,36196.983971110225,0.015497958573625237,0.019473428238653945,0.022366633995218432,392.23500750000005,1079.48479794533,184.4676579169585,625.3747826880884,202.6633288711876,46.42696770250763,20.552060766587235,6.05491834437418,58.97309703665672,0.0,1144.5128133263609,1536.747820826361,0.0,113452.56151619431,114989.30933702068,1.5127178150931258,0.02063986250441494,0.060225596007253905,0.08086545851166885,114406.54530002605,582.7640369946275,24005.989727984565,57747.51201070033,19264.13642615087,77011.6484368512,10797.522787711547,2591.3843474787514,26236.55094473001,26236.55094473001,2557.0215572736843,28793.572502003695,1477.7747237897042,1477.7747237897042,0.0,27714.325668519716,0.03825832097675459,0.04035211891317208,0.032405965205594765,0.7200102600742853,19265.772717891756,0.0,0.0
2049Q4,2049-12-31,2049,4,2050,76676.67735729841,36336.421035834224,0.015497958573625237,0.019473428238653057,0.022366633995218432,407.0113625000001,1094.5105574609277,186.9466450066798,633.7789443174345,205.81530909160224,47.1414073523503,20.828251692860466,6.057832164559153,59.87616382291577,0.0,1160.4445534484025,1567.4559159484027,0.0,114989.30933702068,116556.76525296908,1.5201071469207934,0.021232603004087216,0.06053702864775721,0.08176963165184442,115974.00121597445,582.7640369946275,24330.739060625518,58528.7114613228,19524.738697466677,78053.45015878948,10963.37180064473,2626.440195914732,26293.93681926782,26293.93681926782,2591.3843474787514,28885.32116674657,1507.579752125487,1507.579752125487,0.0,27801.516571393306,0.03826835461456256,0.040367041428078176,0.03228862827973978,0.7406542803662405,20426.21727134016,0.0,0.0
2050Q1,2050-03-31,2050,1,2050,77356.14328070718,36473.8915487907,0.015219177974386433,0.020390207990024445,0.022366633995218432,407.0113625000001,1109.7975382840089,189.47563043462122,642.3526082880161,208.990260786145,47.86902570056116,21.110013074664657,6.057832164559153,60.79585650275506,0.0,1176.651226951323,1583.6625894513231,0.0,116556.76525296908,118140.42784242041,1.5272274809993653,0.02104610417419865,0.06084332424286115,0.0818894284170598,117557.66380542578,582.7640369946275,24658.781377809006,59317.83233766344,19787.983496926314,79105.81583458975,11131.215079533124,2661.851513493902,26730.314410060615,26730.314410060615,2626.440195914732,29356.754605975348,1522.8667329485681,1522.8667329485681,0.0,28253.181143009184,0.03828673231587549,0.040380366575808,0.03224515592412416,0.7616687132202833,21602.868498291482,0.0,0.0
2050Q2,2050-06-30,2050,2,2050,78041.63025193631,36611.88214989548,0.015219177974386433,0.020390207990024445,0.02276633294218633,407.0113625000001,1125.498338537895,192.03025997968766,651.0132099058546,212.30057014111947,48.75966697152602,21.394631539707234,6.057832164559153,62.82043079095424,0.0,1194.3766014934085,1601.3879639934087,0.0,118140.42784242041,119741.81580641381,1.534332578905127,0.02086124347664568,0.061217409100127025,0.0820786525767727,119159.05176941918,582.7640369946275,24990.205820811836,60115.08907316203,20053.94235791528,80169.03143107731,11302.186594744086,2697.6279227859636,27030.25554429534,27030.25554429534,2661.851513493902,29692.107057789242,1538.5675332024543,1538.5675332024543,0.0,28568.823077497796,0.03830434094585438,0.040439217067556495,0.03228603680726345,0.7818787446966166,22797.24509978489,0.0,0.0
2050Q3,2050-09-30,2050,3,2050,78733.19162615138,36750.394806782766,0.015219177974387321,0.020390207990024445,0.02276633294218633,407.0113625000001,1141.3550881786725,194.61122782957216,659.7631025779516,215.7878936373567,49.51067970440013,21.682184429392173,6.057832164559153,63.78533032454449,0.0,1211.1982506677762,1618.2096131677763,0.0,119741.81580641381,121360.0254195816,1.5414086856256901,0.020678006522718454,0.06153431485002695,0.08221232137274541,120777.26138258696,582.7640369946275,25325.045982854695,60920.56247785544,20322.642238055134,81243.20471591057,11475.237633729716,2733.7730500919874,27370.332035291776,27370.332035291776,2697.6279227859636,30067.95995807774,1554.4242828432318,1554.4242828432318,0.0,28924.75631813501,0.038324425021148495,0.04046032682938152,0.03227581231826498,0.8016429989430524,24008.443350452668,0.0,0.0
2050Q4,2050-12-31,2050,4,2051,79430.88123132168,36889.43149453083,0.015219177974386433,0.020390207990024445,0.022766332942187217,427.29039000000006,1157.4618922247935,197.21879559148095,668.6031731944616,219.39638767330248,50.27083487543332,21.972700890114346,6.063659804929099,64.7619659155606,0.0,1228.287517945283,1655.5779079452832,0.0,121360.0254195816,123015.60332752687,1.5487125589010662,0.021517595342075004,0.061854407198037586,0.0833720025401126,122432.83929053224,582.7640369946275,25667.725310300146,61744.893355345,20597.632829533868,82342.52618487887,11651.823400375712,2770.76439497753,27629.74912020506,27629.74912020506,2733.7730500919874,30363.522170297045,1590.8159420297227,1590.8159420297227,0.0,29220.565062234782,0.03834140270495146,0.04048408901361675,0.03232526897084057,0.8203159188318724,25236.73086839795,0.0,0.0
2051Q1,2051-03-31,2051,1,2051,80109.2122534556,37027.85847642142,0.015094632227163673,0.01921496163380243,0.02276633294218544,427.29039000000006,1173.848169776962,199.8874108539624,677.6502045749094,222.9940006300921,51.04653489336569,22.2700188246319,6.063659804929099,65.75855019256326,0.0,1245.6703797744544,1672.9607697744545,0.0,123015.60332752687,124688.56409730132,1.55648221458978,0.021335393420077897,0.06219860836146075,0.08353400178153865,124105.80006030669,582.7640369946275,26013.934422947365,62577.71529342585,20875.455975073164,83453.17126849902,11830.5575978369,2808.1367710234413,28222.186672547374,28222.186672547374,2770.76439497753,30992.951067524904,1607.2022195818913,1607.2022195818913,0.0,29829.388892129264,0.038361665049157154,0.04050446759856566,0.03223344668325465,0.8404786476644149,26482.401248172406,0.0,0.0
2051Q2,2051-06-30,2051,2,2051,80793.3361481909,37166.80490327331,0.015094632227163673,0.01921496163380243,0.022850408612718587,427.29039000000006,1190.5192822587558,202.5835143187026,686.7904253453466,226.55455767191916,52.02038562568608,22.570399297100906,6.063659804929099,67.01175434251738,0.0,1263.5946964062023,1690.8850864062024,0.0,124688.56409730132,126379.44918370753,1.5642311013361638,0.02115473430710995,0.06255935237473154,0.08371408668184148,125796.6851467129,582.7640369946275,26363.734677386725,63419.17588819711,21156.16091162351,84575.33679982062,12011.716867991006,2845.8968015145624,28407.37274878267,28407.37274878267,2808.1367710234413,31215.50951980611,1623.873332063685,1623.873332063685,0.0,30031.246080846355,0.03837575393931022,0.040536025273982625,0.0323344635739578,0.8588577770679602,27745.995944578608,1.4551915228366852e-11,0.0
2051Q3,2051-09-30,2051,3,2051,81483.30238602485,37306.272724295144,0.015094632227163673,0.01921496163380243,0.022850408612718587,427.29039000000006,1207.1831463640106,205.30758380014913,696.0254553729615,230.15894317013792,52.81726847858901,22.873895542173294,6.063659804929099,68.03789367771284,0.0,1281.2846998466525,1708.5750898466526,0.0,126379.44918370753,128088.02427355418,1.571954259619238,0.020975604939314996,0.06289802510833949,0.08387363004765448,127505.26023655955,582.7640369946275,26717.124512237846,64269.271383686515,21439.746386220748,85709.01776990727,12195.073636510522,2884.0443179039307,28889.061497758576,28889.061497758572,2845.8968015145624,31734.958299273134,1640.5371961689398,1640.5371961689398,0.0,30529.59869392751,0.038390278691154904,0.040553577598970325,0.03228476617910465,0.8777865205531654,29027.28064442526,0.0,0.0
2051Q4,2051-12-31,2051,4,2052,82179.16085992736,37446.26389600992,0.015094632227163673,0.01921496163380243,0.022850408612718587,450.937025,1224.0426490450698,208.05960713905225,705.3552534359575,233.8234634312535,53.62381883365423,23.18050620515284,6.070944355391532,69.07648028932907,0.0,1299.1900736897903,1750.1270986897903,0.0,128088.02427355418,129838.15137224397,1.579940096900604,0.021948971991505858,0.0632369598372625,0.08518593182876837,129255.38733524934,582.7640369946275,27079.24138578403,65140.360171998735,21730.33506568156,86870.6952376803,12382.316816292414,2923.1338954926277,28953.07821570572,28953.07821570572,2884.0443179039307,31837.12253360965,1681.0506184004612,1681.0506184004612,0.0,30634.12883410618,0.03840452730273533,0.04057178900394762,0.03225196240293369,0.8939648770813482,30326.47071811505,0.0,0.0
2052Q1,2052-03-31,2052,1,2052,82909.72255926982,37585.44010062169,0.014949853670766178,0.020776005458570612,0.022850408612718587,450.937025,1241.304682374137,210.8795922917931,714.9154528876841,237.56748097712,54.44746753251754,23.494688685022,6.070944355391532,70.1370806762583,0.0,1317.5127074057868,1768.4497324057868,0.0,129838.15137224397,131606.60110464974,1.5873482269895174,0.021755567915578915,0.0635637253020083,0.08531929321758722,131023.83706765513,582.7640369946275,27445.07669200068,66020.3938210616,22023.907683528876,88044.30150459048,12571.834002817164,2962.6248682468063,29559.401598461558,29559.401598461558,2923.1338954926277,32482.535493954187,1698.3126517295284,1698.3126517295284,0.0,31257.714250191086,0.038417820375875815,0.04058938589254859,0.03215319904170881,0.8994355500098778,31643.983425520837,0.0,0.0
2052Q2,2052-06-30,2052,2,2052,83646.77885396908,37725.133580227404,0.014949853670766178,0.020776005458570612,0.02253572169058371,450.937025,1258.7203806530067,213.7285347389553,724.5738221861492,241.2014741021229,55.40445224724582,23.812097378533704,6.070944355391532,70.23801971755174,0.0,1335.0293447259498,1785.9663697259498,0.0,131606.60110464974,133392.5674743757,1.5947125436504022,0.021563868025916352,0.06384127939016755,0.0854051474160839,132809.80343738108,582.7640369946275,27814.663532015504,66909.45195715973,22320.490802493383,89229.94275965312,12762.676336365092,3002.5208093473757,29768.32051600019,29768.32051600019,2962.6248682468063,32730.945384246996,1715.7283500083981,1715.7283500083981,0.0,31484.048866008587,0.03842259243163472,0.04057636421031414,0.0322437190178696,0.9033172260574392,32979.01277024679,2.9103830456733704e-11,0.0
2052Q3,2052-09-30,2052,3,2052,84390.3874801053,37865.34625737856,0.014949853670766178,0.020776005458570612,0.02253572169058371,450.937025,1276.036726086833,216.60669225557072,734.3312352298261,244.72145248922297,56.244585107083935,24.13276100512953,6.070944355391532,71.30424343508403,0.0,1353.4119138773085,1804.3489388773085,0.0,133392.5674743757,135196.91641325303,1.602041659604006,0.021373857306025836,0.06415005093779762,0.08552390824382346,134614.1523762584,582.7640369946275,28187.98050412814,67807.48309751891,22620.067248308147,90427.55034582705,12955.802117766925,3042.8194085362734,30226.579194243513,30226.579194243513,3002.5208093473757,33229.10000359089,1733.0446954422243,1733.0446954422243,0.0,31959.62388968574,0.03842452930292394,0.04058432758293807,0.03219722830266561,0.9076796934367951,34332.4246841241,0.0,0.0
2052Q4,2052-12-31,2052,4,2053,85140.60668702472,38006.08006177218,0.014949853670767954,0.020776005458570612,0.022535721690584598,462.968345,1293.4385731493992,219.5138981758979,744.1871269952682,248.18612013948757,57.09476684263462,24.456660996110298,6.072401265484019,72.38322462741168,0.0,1371.894199042295,1834.862544042295,0.0,135196.91641325303,137031.77895729532,1.6094761863868505,0.02175076561067332,0.06445310891830276,0.08620387452897607,136449.0149203007,582.7640369946275,28567.638019404865,68720.76670597757,22924.73180296212,91645.4985089397,13152.075939036395,3083.802452919729,30544.56820664264,30544.568206642638,3042.8194085362734,33587.38761517891,1762.4793194148833,1762.4793194148833,0.0,32307.047526057522,0.038424282929922296,0.04058951151959296,0.03224399312357246,0.911329499967275,35704.318883166394,0.0,0.0
2053Q1,2053-03-31,2053,1,2053,85878.75613703064,38146.96482258528,0.014910252990658845,0.01992533565251664,0.02253572169058371,462.968345,1311.0609016924386,222.47048107611536,754.2104145981019,251.63514260920203,57.958801193677346,24.786062215342323,6.072401265484019,73.47979371393005,0.0,1390.6130966718529,1853.5814416718529,0.0,137031.77895729532,138885.36039896717,1.617226036405996,0.021563812324494978,0.06477099386269407,0.08633480618718904,138302.59636197254,582.7640369946275,28951.09157892128,69643.181873385,23232.442577119713,92875.6244505047,13350.685062110206,3125.19527043633,31149.78752778997,31149.78752778997,3083.802452919729,34233.5899807097,1780.1016479579228,1780.1016479579228,0.0,32929.88917574789,0.038424299273550476,0.040592426289823604,0.032150831207552424,0.9163778882058797,37094.93197983825,0.0,0.0
2053Q2,2053-06-30,2053,2,2053,86623.30517275418,38288.37182920213,0.014910252990658845,0.01992533565251664,0.022725734639350792,462.968345,1328.874699157737,225.4566256708495,764.3339210603987,255.1282332649709,58.83716217538583,25.118756986132006,6.072401265484019,75.21305524533884,0.0,1410.16015566856,1873.12850066856,0.0,138885.36039896717,140758.48889963573,1.624949413081375,0.021378465948704923,0.06511689448266866,0.08649536043137358,140175.7248626411,582.7640369946275,29338.382427198376,70574.82781533274,23543.232668357334,94118.06048369007,13552.27963842748,3167.002313325175,31345.539284311344,31345.539284311344,3125.19527043633,34470.73455474767,1797.9154454232212,1797.9154454232212,0.0,33143.45472973456,0.038423454557078324,0.04061364427806307,0.032233975456489185,0.9198894330770748,38505.09213550681,0.0,0.0
2053Q3,2053-09-30,2053,3,2053,87374.3092771295,38430.303017536,0.014910252990657957,0.01992533565251664,0.022725734639350792,462.968345,1346.8434813571705,228.47265315180735,774.558735273275,258.63264771779217,59.724664120945285,25.454781093351098,6.072401265484019,76.34876805222264,0.0,1429.2646506748772,1892.2329956748772,0.0,140758.48889963573,142650.7218953106,1.632639194237955,0.021194712671505304,0.06543180312380412,0.08662651579530942,142067.95785831596,582.7640369946275,29729.543949659976,71515.78484199275,23857.12886754536,95372.91370953812,13756.273013661685,3209.2271854562046,31841.16233102106,31841.16233102106,3167.002313325175,35008.16464434624,1815.8842276226546,1815.8842276226546,0.0,33657.04655864371,0.03841997805176882,0.04061608395622883,0.03218625176533211,0.9240735752250754,39934.35678618169,-2.9103830456733704e-11,0.0
2053Q4,2053-12-31,2053,4,2054,88131.82441411512,38572.760330676436,0.014910252990658845,0.01992533565251664,0.022725734639350792,486.19494,1364.9015694896768,231.51882350797706,784.8857386408687,262.0801207647129,60.62272307301411,25.79416350310424,6.073858175576505,77.49799484693735,0.0,1448.4734225121908,1934.668362512191,0.0,142650.7218953106,144585.3902578228,1.6405582344289482,0.02206671395864722,0.06574122036580486,0.08780793432445208,144002.62622082816,582.7640369946275,30129.598962769254,72478.13556930052,24178.16184464102,96656.29741394153,13964.317757274106,3252.412086843265,32910.0454357233,32910.0454357233,3209.2271854562046,36119.27262117951,1857.1703676652535,1857.1703676652535,0.0,34767.21580338856,0.038416356307009535,0.040615943705499244,0.03247958742152108,0.9274729824377017,41382.830208693886,0.0,0.0
2054Q1,2054-03-31,2054,1,2054,88891.20434754388,38714.97092715584,0.0148290126082804,0.01979116344579368,0.022725734639350792,486.19494,1383.3587941841338,234.63425192256557,795.4475378730715,265.5971324686093,61.53860977188507,26.141262148002735,6.073858175576505,78.67004562350985,0.0,1468.1026979832202,1954.2976379832203,0.0,144585.3902578228,146539.687895806,1.648528546456295,0.02187820239667768,0.066062900542703,0.08794110293938069,145956.92385881138,582.7640369946275,30533.629865972227,73450.0504830276,24502.38536251622,97952.43584554382,14174.831972038224,3296.0261752570973,33587.62862026603,33587.628620266034,3252.412086843265,36840.0407071093,1875.6275923597102,1875.6275923597102,0.0,35463.25621262575,0.03841185743123197,0.04061551987694797,0.032405458365560566,0.9322089268166518,42850.9329066771,0.0,0.0
2054Q2,2054-06-30,2054,2,2054,89657.12740982682,38857.705827666825,0.014829012608279513,0.01979116344579479,0.022859099804621197,486.19494,1401.9709202295155,237.78064258125872,806.1143040512263,269.1504998583866,62.43366335501531,26.491810383628916,6.073858175576505,80.32069466204165,0.0,1488.3654730671337,1974.5604130671336,0.0,146539.687895806,148514.24830887315,1.656468956784749,0.021691301251604046,0.06640255007340341,0.08809385132500745,147931.48427187852,582.7640369946275,30941.670026731055,74431.6098501384,24829.826197627604,99261.43604776601,14388.305144752732,3340.073052628727,33861.63200792324,33861.63200792324,3296.0261752570973,37157.658183180334,1894.2397184050922,1894.2397184050922,0.0,35755.87172632833,0.03840798087537871,0.04062695900172532,0.032495766027440066,0.9355566066819898,44339.298379744236,0.0,0.0
2054Q3,2054-09-30,2054,3,2054,90429.64997924482,39000.96696522091,0.014829012608281289,0.019791163445792792,0.022859099804621197,486.19494,1420.7944816190072,240.9582553331681,816.8869181052672,272.7301886497408,63.37328237032804,26.845837160503393,6.073858175576505,81.53032547515922,0.0,1508.398665269743,1994.593605269743,0.0,148514.24830887315,150508.8419141429,1.6643749251344808,0.021505996765954095,0.06672142004822298,0.08822741681417708,149926.07787714826,582.7640369946275,31353.764990554562,75422.92323244837,25160.520898974217,100583.44413142258,14604.311119693357,3384.557635477739,34412.224181790036,34412.224181790036,3340.073052628727,37752.297234418766,1913.0632797945839,1913.0632797945839,0.0,36325.28746158462,0.03840531222717632,0.04062636905066898,0.03244780152072386,0.9395584684810196,45847.69704501398,0.0,0.0
2054Q4,2054-12-31,2054,4,2055,91208.82891985717,39144.756279956215,0.014829012608279513,0.01979116344579368,0.022859099804622085,508.6235875,1439.851891978524,244.16744486394364,827.7665824761192,276.3904352950033,64.32404734830634,27.203381995152327,6.0767719957614785,82.75430823507148,0.0,1528.6829722093569,2037.3065597093569,0.0,150508.8419141429,152546.14847385226,1.6724932254956435,0.022305892687073718,0.06704100865290447,0.08934690133997818,151963.38443685762,582.7640369946275,31774.797137201032,76435.7354189426,25498.3874399791,101934.12285892169,14824.457476695074,3430.006964039817,34726.84664991878,34726.84664991878,3384.557635477739,38111.404285396515,1954.5522514742854,1954.5522514742854,0.0,36681.39890139306,0.03840042013745902,0.040627060915966316,0.032487962594204896,0.942762096015618,47376.38001722333,0.0,0.0
2045Q1,2045-03-31,2045,1,2045,64756.51202054044,33723.099819437724,0.01623329428827147,0.020597325915870046,0.023076797027411944,328.847015,845.9966789908289,144.80982414041094,490.92840081309646,154.44128353369015,34.665251763658326,21.151918739972988,6.028693962709422,45.997226841836266,0.0,898.0225997953746,1226.8696147953747,0.0,88880.40510412892,90107.2747189243,1.391478198985497,0.02031283061667629,0.05547072081402571,0.075783551430702,89524.51068192966,582.7640369946275,18849.534965704966,45343.42300243705,15126.225465536238,60469.64846797328,8170.568822505705,2034.7584257456979,20096.617370823933,20096.617370823937,2007.2995245525972,22103.916895376533,1180.8723879535382,1180.8723879535382,0.0,21277.489758777476,0.040674501237807824,0.04041487429060591,0.042106874295664704,0.2574044136841084,898.0225997953746,0.0,100.0
2045Q2,2045-06-30,2045,2,2045,65349.97257730514,33859.133743930186,0.01623329428827147,0.020597325915870046,0.02213343204113838,328.847015,910.5377896555226,193.91459095968983,501.6112721300192,157.55337897035744,36.01728068416109,21.44126691129529,6.028693962709422,44.840204504132046,0.0,961.4066881223641,1290.2537031223642,0.0,90107.2747189243,91397.52842204666,1.3985855665651399,0.02012836437603664,0.05884664676699456,0.0789750111430312,90814.76438505203,582.7640369946275,19117.810791224703,45988.77283520489,15341.509324323606,61330.28215952849,8302.95332878418,2063.7181055146334,20235.749412182588,20235.749412182588,2034.7584257456979,22270.507837928286,1245.413498618232,1245.413498618232,0.0,21481.16291080082,0.04090671280681899,0.04267831609029675,0.04222692089029281,0.28009979230733456,1859.4292879177387,0.0,100.0
2045Q3,2045-09-30,2045,3,2045,65948.87189878161,33995.71640886204,0.01623329428827036,0.020597325915870046,0.022133432041139267,328.847015,928.9351318513311,196.67447851472411,512.8095213713666,160.73909912330402,36.965603305075916,21.746429536860447,6.028693962709422,45.5667326643709,0.0,980.5305584784114,1309.3775734784115,0.0,91397.52842204666,92706.90599552507,1.4057390721984102,0.019945573322601468,0.05947216564876686,0.07941773897136833,92124.14195853044,582.7640369946275,19390.04960748641,46643.65582440842,15559.973372520952,62203.629196929374,8437.357574255877,2093.105579858769,20562.062562985822,20562.062562985826,2063.7181055146334,22625.780668500458,1263.8108408140406,1263.8108408140406,0.0,21825.873403799866,0.041142290420270254,0.042912782234137116,0.042167070223804816,0.3029175109102695,2839.95984639615,0.0,100.0
